Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
0,47,1,West,1,70,1,1,Credit Card,73.47,257.22,794.34,1,140.87,0,1,1,1,39.23,8,7.16,0,1,1,7.04,4,6.16
0,41,2,South,1,71,0,0,Cash,83.78,1058.15,615.77,1,181.36,0,0,0,9,34.8,5,4.12,5,0,0,9.52,42,9.03
0,23,1,East,1,8,1,1,Credit Card,133.97,6612.12,329.01,1,53.08,0,1,0,9,29.76,15,6.87,0,0,0,8.68,5,8.81
0,38,0,West,1,53,1,0,Cash,137.66,2699.55,864.52,1,216.52,0,1,1,6,14.43,4,8.09,0,1,1,8.19,13,1.71
0,58,2,West,0,58,1,0,Credit Card,27.46,9858.47,636.89,1,98.87,0,1,1,2,30.21,18,9.15,1,1,0,1.34,12,9.51
0,21,1,East,1,51,0,0,Cash,73.59,9511.97,249.1,1,65.11,0,0,0,2,44.13,10,6.05,2,1,1,4.92,25,2.79
0,65,2,South,0,45,0,1,Credit Card,198.27,8348.26,673.03,1,76.68,1,0,0,10,34.63,4,8.91,1,0,0,1.32,45,3.69
0,38,1,West,1,52,1,0,Cash,146.35,4738.79,710.11,1,51.36,0,1,1,4,19.27,7,3.73,4,0,0,5.06,44,4.44
0,39,1,East,1,41,0,1,Credit Card,129.02,3993.15,943.78,1,433.3,1,1,0,3,36.85,1,8.62,5,0,1,7.93,48,8.38
0,27,2,South,1,68,0,1,Bank Transfer,113.53,8302.34,165.22,1,401.11,1,0,0,8,19.55,5,3.96,0,1,0,7.78,2,8.55
1,70,2,West,0,2,1,1,Bank Transfer,38.24,5390.06,579.72,1,118.18,0,0,1,7,30.06,10,6.08,2,0,0,6.34,12,1.32
0,62,1,North,1,8,0,0,Cash,188.27,9779.1,493.24,1,346.97,0,1,1,3,34.46,12,7.38,4,0,1,7,18,9.67
1,63,0,South,1,24,1,1,Cash,144.88,730.6,558.38,0,432.14,0,0,1,0,7.95,2,8.4,3,0,1,9.97,39,2.11
0,22,1,West,1,69,1,0,Cash,113.06,1751.8,931.01,1,4.42,0,0,0,5,12.56,10,3.99,1,0,1,4.72,18,8.9
1,73,0,South,1,46,1,1,Bank Transfer,137.04,1090.11,147,1,203.35,1,1,1,4,23,17,6.44,5,1,1,8.94,44,7.09
0,80,2,West,1,1,1,0,Bank Transfer,189.53,4501.09,109.93,1,68.65,0,1,1,7,31.81,0,5.3,3,0,0,1.19,50,4.42
0,71,1,North,0,36,0,1,Bank Transfer,184.96,4600.04,909.38,1,421.84,0,0,0,7,41.54,11,8,4,1,0,6.59,2,1.36
0,71,2,West,0,65,1,1,Cash,44.45,2166.82,810.38,1,247.55,1,1,0,1,27.36,10,4.02,1,0,0,4.54,2,6.73
0,43,1,East,1,49,1,1,Cash,157.49,1521.1,567.69,1,1.38,0,1,1,9,1.06,3,3.46,4,0,1,1.95,45,4.45
1,68,1,South,1,51,1,0,Bank Transfer,125.99,8059.22,867.81,1,406.15,1,1,0,9,38.89,16,4.23,2,0,1,9.93,4,3.57
1,67,0,North,0,34,1,0,Cash,173.8,8078.91,444.56,1,293.1,0,0,0,6,23.74,14,9.47,4,0,0,4.69,41,7.12
0,38,0,South,1,5,1,1,Bank Transfer,38.37,4964.72,766.87,1,463.69,0,0,1,4,24.64,19,8.62,5,1,0,9.59,48,9.19
0,54,2,North,1,46,0,1,Credit Card,111.58,1313.8,564.05,1,188.25,0,0,1,1,11.43,17,2.42,1,0,0,1.83,25,3.53
1,35,2,West,1,36,0,0,Credit Card,50.78,6889.76,822.97,1,215.73,1,0,1,9,13.54,5,1.57,3,1,0,5.42,50,5.29
0,25,1,East,0,36,0,1,Cash,51.39,6838.28,335.81,1,438.36,0,1,0,1,26.83,18,8.88,2,0,0,9.88,35,9.87
1,60,0,North,1,65,1,1,Credit Card,54.4,2374.77,581.28,1,39.25,0,1,1,0,26.11,7,8.9,4,0,0,7.23,16,9.82
0,67,0,South,1,28,1,1,Cash,163.48,4122.95,377.92,1,290.28,0,1,0,0,5.25,4,1.13,1,0,0,6.51,46,8.16
0,78,0,West,1,51,1,0,Cash,81.5,3246.94,549.83,1,188.29,1,1,0,7,33.38,3,4.71,0,1,0,2.52,12,7.72
0,50,2,South,1,14,1,0,Cash,31.67,4695.66,819,1,197.19,1,0,1,8,34.34,8,3.26,1,0,0,5.37,37,4.87
1,57,0,East,1,55,1,1,Credit Card,46.99,9738.56,975.08,1,346.7,0,0,0,6,11.86,0,2.15,5,0,1,2.18,39,8.41
0,64,0,West,0,44,0,1,Cash,167.84,2767.34,755.61,1,156.27,0,0,1,10,13.81,12,1.64,3,0,1,9.83,9,6.3
0,50,2,North,1,8,0,0,Bank Transfer,185.34,7353.1,713.17,1,354.64,1,1,0,6,11.72,17,4.17,4,1,1,4.37,8,1.63
0,32,0,South,1,47,0,0,Bank Transfer,32.85,2525.83,871.61,1,307.11,1,1,1,2,18.88,17,6.48,5,0,0,9.96,46,1.91
0,44,0,West,1,13,0,1,Bank Transfer,134.77,5400.98,256.16,1,116.75,1,1,1,0,5.72,2,5.52,4,1,1,9.81,34,6.82
0,76,1,South,1,22,1,1,Credit Card,185.83,482.25,706.24,0,486.5,0,1,1,8,20.52,12,4.29,0,0,0,2.61,35,3.13
1,78,1,South,1,43,0,1,Bank Transfer,48.38,5608.26,905.33,1,3.08,0,0,0,2,7.23,15,2.49,4,0,0,1.99,3,8.9
0,52,1,East,0,4,0,0,Bank Transfer,145.97,8493.91,809.39,1,438.62,1,0,1,2,13.99,10,4.45,2,0,1,6.42,1,6.39
0,37,2,South,1,42,1,1,Credit Card,143.18,9183.65,142.14,1,207.09,0,0,0,10,25.84,12,7.96,4,1,0,8.09,20,4.73
0,32,0,West,1,12,0,1,Bank Transfer,175.77,7248.53,382.01,1,88.27,0,0,0,5,45.08,16,5.28,3,1,0,6.07,21,5.93
1,32,1,East,1,35,0,1,Credit Card,136.47,1171.42,882.77,1,311.89,1,1,0,8,38.43,13,7.77,3,1,1,8.09,22,7.37
1,21,0,East,1,43,1,1,Cash,156.57,1444.68,889.83,1,194.73,1,1,0,4,40.06,5,2.64,4,0,1,2.18,14,7.58
0,31,1,South,1,1,0,1,Bank Transfer,124.22,6082.01,641.63,1,136.35,0,0,0,1,7.54,18,5.51,4,1,0,6.8,25,4.71
0,37,0,South,0,26,0,0,Bank Transfer,104.19,7736.49,270.79,1,481.17,0,1,0,1,9.57,12,9.28,0,1,1,5.79,33,4.43
0,65,1,North,1,2,1,1,Cash,87.66,1173.81,685.04,1,83.79,1,0,0,9,23.3,15,6.24,2,1,0,1.15,20,8.38
0,48,0,North,1,40,0,0,Bank Transfer,142.91,7787.51,334.38,1,187.25,1,0,0,10,6.03,3,9.84,3,0,0,2.52,50,0.23
0,45,2,West,1,41,0,1,Bank Transfer,196.96,9198.63,637.77,1,297.74,0,1,0,3,11.79,15,8.34,3,1,1,5.28,13,9.28
0,28,1,East,1,56,1,1,Cash,76.47,8474.46,532.93,1,483.4,1,0,0,2,5.01,10,1.4,5,0,0,1.69,37,7.62
0,80,2,South,1,38,1,0,Credit Card,184.23,4485.79,950.54,1,150.29,1,0,1,9,14.38,1,7.74,5,0,1,4.2,35,3.69
0,75,2,West,1,38,1,1,Cash,198.3,4283.68,298.45,1,348.13,0,0,1,5,47.74,2,1.44,2,0,1,3.94,0,7.76
1,80,2,North,1,70,0,0,Cash,165.7,6883.57,571.72,1,208.86,0,0,1,10,35.04,4,1.42,4,0,1,8.61,11,3.36
0,34,1,West,1,53,0,0,Credit Card,38.21,1875.82,411.17,1,418.09,1,1,0,9,30.99,19,3.77,0,0,1,9.38,8,9.08
0,43,0,East,1,56,1,0,Cash,153.59,4319.47,863.38,1,130.42,1,0,1,3,18.8,1,4.5,2,0,1,9.01,18,3.45
0,40,2,West,1,57,0,1,Cash,74.98,5224.27,768.55,1,430.72,1,1,1,1,11.91,20,8.08,1,0,1,5.34,33,7.88
1,46,2,South,1,8,0,1,Credit Card,93.06,7942.03,750.9,1,283.4,1,0,1,6,21.68,2,1.67,5,0,1,3.78,13,5.06
1,47,0,East,1,36,0,0,Credit Card,159.2,2763.51,114.9,1,172.11,1,1,0,9,39.56,17,7.79,5,0,1,6.35,48,7.62
1,28,2,West,0,28,1,0,Cash,120.52,8011.13,131.95,1,134.38,0,0,0,2,2.57,6,1.42,5,0,0,8.35,20,8.92
0,63,1,South,1,48,1,0,Bank Transfer,188.31,8212.97,824.95,0,332.17,1,1,1,6,15.47,19,6.14,0,0,0,2.92,25,4.33
1,60,0,North,1,71,1,0,Cash,101.68,4755.62,248.92,,199.42,1,1,0,5,31.11,3,1.18,5,1,0,9.61,38,4.92
0,70,1,South,1,38,0,1,Credit Card,162.99,469.17,996.8,,243.55,1,1,1,8,16.22,10,8.05,0,0,0,4.39,29,4.17
0,27,1,South,0,5,1,0,Bank Transfer,164.34,7470.08,780.63,,126.5,1,0,1,5,41.73,12,6.1,0,1,1,1.79,1,3.49
1,45,1,East,1,69,0,1,Credit Card,97.64,2392.27,772.29,,320.33,0,1,1,6,35.42,4,3.25,1,0,0,5.2,47,9.88
1,33,2,North,1,18,1,1,Bank Transfer,128.86,4973.5,617.27,,234.52,0,1,1,2,32.93,17,9.66,2,1,0,1.03,10,8.07
1,27,0,South,1,67,1,0,Bank Transfer,24.53,6050.15,723.56,,405.7,1,1,0,10,38.45,4,7.66,2,0,1,8.59,37,1.79
0,25,0,East,1,26,1,1,Cash,33.65,9944.57,202.61,,162.86,1,0,0,0,47.04,20,3.92,2,1,0,2.18,19,7.17
0,54,0,West,1,45,1,1,Cash,95.8,411.84,549.17,,362.21,0,1,0,10,21.66,1,2.86,0,1,1,6.09,32,2.78
0,75,1,West,1,6,0,0,Bank Transfer,157.28,482.72,736.52,,151.06,1,1,0,9,15.03,12,1.21,3,1,1,8.07,10,2.09
1,64,1,East,0,58,0,1,Credit Card,44.09,2224.14,928.56,,409.8,1,1,1,10,27.9,15,5.52,1,1,1,8.45,23,1.22
0,50,2,South,1,56,1,0,Cash,147.12,5820.52,817.87,,371.23,0,1,0,9,19.71,2,6.16,3,0,1,1.42,0,8.76
0,59,2,North,1,46,1,1,Bank Transfer,188.63,8480.97,767.93,,199.27,1,0,0,5,9.28,7,8.52,5,0,1,7.9,46,0.9
0,59,2,South,1,38,0,1,Cash,85.11,9336.54,69.32,,287.47,1,0,0,8,24.29,17,4.82,4,0,0,8.76,22,4.46
1,72,0,South,1,34,1,1,Bank Transfer,174.1,9074.37,505.87,,380.61,0,1,1,4,28.77,17,8.82,2,1,1,8.15,31,9.37
0,26,0,West,1,20,1,1,Credit Card,196.99,966.84,995.12,,356.03,0,1,0,1,6.87,12,9.96,1,1,1,7,44,4.47
0,56,0,North,0,14,0,0,Credit Card,91.09,3552.25,863.92,,374.1,1,0,1,3,32.13,19,1.3,2,0,1,3.81,24,1.8
0,37,0,South,1,50,1,0,Cash,191.12,5737.63,875.36,,413.1,1,0,0,10,29.71,19,7.8,1,1,0,8.2,35,0.36
0,77,2,East,1,32,1,1,Cash,187.71,1365.57,928.33,,464.38,1,1,0,0,29.71,5,7.37,2,1,0,6.09,21,0.09
0,31,0,East,1,4,1,1,Bank Transfer,164.09,7887.17,422.45,,142.71,0,1,0,2,11.23,7,6.19,2,1,1,6.62,36,1.23
0,47,2,North,1,34,0,1,Credit Card,167.64,5376.47,955.37,,40.68,0,0,0,0,9.53,7,2.22,1,1,1,6.59,3,4.3
1,29,0,North,1,62,0,0,Bank Transfer,148.22,4522.85,122.45,,481.51,1,0,0,7,7.03,12,3.55,1,1,0,3.73,45,9.84
0,21,0,East,1,47,0,0,Cash,35.03,8222.11,280.6,,376.57,1,1,1,2,34.44,20,9.79,4,0,0,7.69,44,0.7
0,39,0,West,1,10,0,0,Credit Card,167.37,6045.95,484.58,,162.48,0,1,0,7,16.14,17,2.64,4,0,1,8.07,39,9.61
1,22,2,East,1,38,0,1,Cash,30.01,4505.13,116.41,,142.4,1,0,0,4,14.52,3,2.69,4,1,0,4.61,49,6.16
0,19,0,West,1,66,1,1,Credit Card,58.27,6310.53,451.24,,12.2,1,1,0,0,23.16,12,2.56,4,0,0,9.15,30,4.33
1,24,2,North,1,20,1,0,Cash,112.99,879.06,879.52,,248.94,1,1,0,10,43.72,4,9.63,4,0,1,3.18,34,6.6
0,22,0,South,0,44,1,1,Cash,51.15,8229.77,233.55,,133.99,0,1,0,3,40.05,1,9.26,1,1,0,3.56,0,6.59
0,71,1,North,1,55,0,0,Bank Transfer,189.23,7540.15,102.9,,417.56,0,1,1,4,43.75,4,2.56,3,1,0,6.71,15,4.86
0,77,1,South,1,41,0,0,Credit Card,138.94,1600.03,285.46,,189.15,0,1,0,4,33.57,3,7.25,2,1,0,5.73,29,0.06
0,76,2,West,0,24,1,0,Credit Card,159.56,1065.9,273.32,,23.2,1,1,1,8,2.91,8,3.93,3,0,1,6.56,32,4.15
0,24,0,North,1,69,1,0,Bank Transfer,164.6,4372.23,916.31,,102.67,0,0,1,2,6.94,11,9.93,2,1,0,4.69,42,0.41
1,30,1,West,0,2,1,1,Bank Transfer,96.05,7090.13,244.08,,434.4,0,0,0,9,31.8,6,9.62,5,0,1,6.21,10,2.71
0,75,0,North,1,6,0,1,Bank Transfer,99.74,6463.93,514.34,,126.11,1,0,0,3,14.63,3,1.57,1,1,1,2.06,30,6.02
0,39,0,South,1,41,1,0,Credit Card,184.5,2679.23,161.67,,403.32,0,0,1,9,2.77,17,8.65,0,0,1,9.95,47,0.91
0,46,0,West,1,33,1,0,Credit Card,110.58,3522.3,823.44,,215.61,0,0,0,1,46.26,0,2.47,1,0,1,1.79,21,1.67
0,73,2,North,0,45,0,0,Credit Card,192.24,1436.09,300.1,,48.01,1,1,0,4,36.97,2,1.42,4,1,0,2.8,18,9.01
0,45,1,East,1,11,1,1,Bank Transfer,85.97,6401.85,161.17,,294.27,0,1,1,1,29.14,16,2.74,1,1,1,7.29,1,9.45
0,56,2,South,1,18,1,1,Cash,25.23,5795.46,564.37,,136.05,1,1,0,2,30.8,14,3.44,0,0,0,5.91,48,0.98
1,69,1,North,1,48,0,0,Credit Card,33.92,4268.78,226.68,,259.81,1,1,0,0,25.5,6,5.31,5,0,1,9.63,23,5.57
0,47,1,North,1,48,0,1,Credit Card,121.83,1101.76,291.56,,251.03,1,1,0,1,47.33,14,9.4,4,1,1,9.71,44,7.79
0,73,1,West,0,13,1,1,Cash,68.16,7628.86,845.38,,146.62,0,0,0,10,45.08,10,5.15,3,0,0,8.81,5,0.71
0,40,2,North,1,22,0,1,Credit Card,32.13,4589.58,238.3,,208.69,0,0,0,1,2.37,15,3.51,2,0,0,7.78,39,5.34
0,33,2,West,0,28,1,1,Bank Transfer,83.71,570.53,644.93,,272.9,0,0,0,0,8.49,17,8.57,1,0,0,4.71,35,6.91
1,68,2,North,1,60,1,1,Bank Transfer,175.1,4165.54,565.85,,68.55,0,0,1,9,37.4,8,2.94,1,0,0,7.06,41,6.46
0,51,0,East,1,34,1,0,Bank Transfer,143.11,3574.56,141.22,,243.47,1,1,0,8,6.95,17,2.68,1,1,1,4.91,19,1.79
0,18,0,South,1,43,0,1,Credit Card,151.42,371.55,702.05,,354.52,1,1,0,1,44.38,19,1.8,1,0,0,3.84,0,4.58
0,37,0,West,1,24,1,0,Credit Card,91.59,6209.5,809.68,,367.76,0,0,0,5,40.8,0,7.61,2,1,1,8.1,12,3.67
0,55,2,North,1,51,1,1,Credit Card,87.72,457.08,74.99,,268.1,0,0,0,4,46.02,9,6.37,2,1,1,8.46,1,7.7
0,56,2,North,0,54,0,0,Credit Card,124.06,3771.79,325.65,,34.36,1,0,1,6,40.61,2,8.47,0,0,1,8,30,3.27
1,66,0,East,0,31,0,1,Credit Card,137.03,3080.87,560.34,,73.28,0,1,1,3,8.62,0,8.14,5,0,0,6.35,20,9.68
1,29,1,South,0,38,0,0,Bank Transfer,138.36,5436.57,601.63,,443.38,0,0,1,5,40.09,9,1.38,0,1,0,7.78,21,4.14
0,22,1,West,1,50,1,0,Credit Card,157.84,2642.75,847.85,,141.42,0,1,1,0,44.46,14,1.4,3,1,1,9.47,26,1.95
0,70,0,North,0,37,0,1,Credit Card,82.67,2475.22,943.86,,474.48,1,0,1,7,14.47,9,4.93,5,1,0,7.41,24,9.2
0,22,1,South,0,20,1,0,Credit Card,141.47,569.8,75.39,,9.12,0,0,0,10,31.53,18,2.9,5,1,1,8.74,25,4.8
0,48,0,South,0,38,0,0,Credit Card,134.38,6572.62,802.18,,477.81,0,1,1,0,26.15,0,2.01,1,1,0,8.99,23,6.6
0,60,2,West,1,45,1,1,Credit Card,22.06,3557.03,320.46,,381.17,0,1,1,5,40.95,16,5.66,0,0,1,4.39,36,6.09
0,28,0,North,0,56,1,0,Credit Card,181.44,8105.28,811.69,,289.78,1,1,1,9,35.74,16,6.5,4,0,1,6.29,11,9.12
0,72,2,South,0,44,1,0,Cash,21.46,6746.03,207.96,,353.51,1,0,1,9,40.82,17,5.19,5,1,0,9.11,29,6.65
1,56,0,South,1,37,1,1,Cash,31.43,4541.83,718.68,,312.86,1,1,0,2,6.07,8,7.93,2,0,1,9.69,1,7.34
0,64,2,South,1,67,1,0,Cash,74.33,7939.94,312.68,,132.62,0,1,1,10,35.67,2,6.88,4,1,1,5.97,31,7.32
1,47,0,South,0,62,0,0,Cash,191.47,9984.11,457.72,,342.82,1,0,1,1,33.33,15,7.93,5,0,1,3.98,34,3.37
1,67,1,West,0,48,1,1,Credit Card,96.45,1732.09,564.66,,374.27,1,0,0,2,6.04,3,4.64,5,1,0,6.8,38,9.63
0,43,1,East,1,10,1,1,Credit Card,20.52,709.77,195.94,,493.66,0,1,1,7,12.1,16,2.43,3,1,1,7.64,46,7.72
0,63,2,North,0,40,1,0,Cash,20.36,8539.68,646.75,,426.61,1,1,1,8,32.31,15,6.48,0,1,1,5.1,0,1.26
1,79,2,North,1,22,0,1,Bank Transfer,34.3,9541.3,185.17,,433.65,1,1,1,7,12.71,9,7.53,4,0,1,1.29,0,6.92
1,31,0,East,0,47,1,0,Bank Transfer,171.07,2191.31,999.49,,469,0,1,1,8,24.67,6,5.37,4,0,1,9.01,43,1.68
0,50,0,East,1,49,0,1,Cash,95.05,8991.24,841.85,,119.18,0,1,1,4,41.42,18,9.01,3,1,0,1.17,41,8.38
0,27,2,East,1,56,1,0,Bank Transfer,151.06,7703.29,389.65,,340.16,0,1,1,8,33.08,2,3.67,2,1,1,2.12,3,6.12
0,71,1,North,1,61,0,1,Credit Card,95.28,1244.67,151.13,,128.1,0,0,0,10,26.61,11,8.89,5,1,1,6.25,33,1.83
0,68,0,East,1,22,1,0,Credit Card,119.06,1512.06,940.96,,378.16,1,1,1,2,34.75,2,6.78,3,0,1,6.53,22,1.13
0,47,2,East,0,50,1,1,Cash,52.98,8370.89,168.89,,63.08,1,0,1,3,17.42,0,7.42,5,1,1,7.03,26,3.08
0,41,2,West,1,18,0,1,Cash,64.03,3256.82,159.01,,229.92,1,0,0,9,12.39,4,8.98,3,1,1,4.53,3,8.53
1,26,0,West,1,4,0,1,Credit Card,177.6,6879.58,812.25,,199.61,0,0,1,10,33.22,20,1.99,1,1,0,3.19,24,8.69
1,68,2,North,1,24,0,1,Cash,93.49,5468.54,682.36,,305.75,1,0,1,10,10,14,9.57,0,0,0,8.5,30,9.15
1,33,0,North,1,6,1,1,Bank Transfer,65.75,7024.1,65.61,,24.4,1,0,1,6,21.19,11,9.04,1,0,1,8.07,42,8.56
1,26,2,North,1,5,0,0,Cash,158.18,5534.78,363.68,,204.72,1,0,1,0,14.82,14,1.73,5,0,0,3.39,21,8.63
0,58,1,West,0,59,1,0,Bank Transfer,80.79,1200.94,366.3,,333.83,1,0,1,2,32.96,5,5.83,2,0,0,8.27,33,6.69
1,57,2,South,0,56,0,1,Credit Card,175.79,5847.82,807.72,,491.14,1,1,1,9,33.23,0,5.92,2,1,0,5.67,15,0.84
1,32,1,East,1,63,0,0,Credit Card,146.96,970.26,255.9,,64.15,0,1,1,0,15.57,5,9.19,0,0,0,8.35,48,4.59
0,37,2,North,1,52,0,0,Credit Card,28.23,2840.12,239.69,,363.51,1,1,0,9,40.44,14,2.97,5,0,1,4.31,25,3.96
1,64,0,North,0,64,0,0,Credit Card,42.6,3293.32,221.79,,423.62,0,0,0,2,46.37,2,5.13,3,0,0,5.88,12,4.41
0,33,0,East,1,31,0,0,Credit Card,51.43,9440,846.26,,295.24,0,0,0,7,28.79,14,4.1,2,0,0,7.51,49,1.79
0,44,1,South,1,26,1,0,Credit Card,197.81,8117.09,753.23,,220.83,0,0,0,3,3.31,17,5.45,2,0,1,3.51,6,1.43
1,80,2,West,1,20,0,1,Cash,104.19,9772.34,201.72,,102.48,0,0,1,2,35.41,17,8.1,1,0,1,8.24,43,8.34
1,67,2,West,1,57,0,0,Bank Transfer,61.32,259.91,202.51,,146.8,0,1,0,6,29.82,6,8.46,2,1,1,3.12,44,0.84
1,18,2,South,1,39,0,1,Bank Transfer,134.88,6649.89,585.65,,232.72,1,0,0,2,5,13,9.53,2,0,1,8.35,14,8.74
0,63,0,East,1,43,1,1,Bank Transfer,99.07,3713.37,728.88,,148.52,0,0,1,8,3.63,4,8.41,4,1,1,9.46,25,6.14
0,52,1,East,1,26,1,1,Bank Transfer,66.03,1517.38,297.61,,80.26,0,1,1,0,12.49,4,2.44,4,0,1,6.33,21,0.33
0,56,1,East,1,62,0,1,Bank Transfer,51.01,6357.56,262.5,,220.57,1,1,0,1,23.34,10,1.54,0,0,1,9.47,40,6.11
0,30,2,North,1,35,0,0,Bank Transfer,22.41,3007.2,938.12,,275.75,0,0,1,3,17.88,1,1.36,0,1,0,8.62,7,3.29
0,73,2,South,1,8,0,0,Bank Transfer,93.73,4617.85,765.09,,270.02,1,0,0,3,31.5,20,1.67,1,0,0,8.94,25,4.74
0,80,0,West,1,37,0,0,Credit Card,56.12,7369.31,277.57,,281.63,0,1,1,0,24.52,14,2.43,4,0,1,8.76,42,8.51
1,74,2,East,1,9,0,1,Bank Transfer,177.93,9330.9,770.46,,352.61,1,1,0,7,17.56,10,2.51,0,1,1,3.18,45,4.41
0,41,1,North,0,38,1,1,Credit Card,104.96,8312.07,731.8,,382,1,1,0,9,41.31,17,1.66,4,0,0,6.52,32,8.68
0,48,1,South,1,19,0,0,Bank Transfer,121.49,1215.22,419.17,,423.55,0,0,0,5,35.75,15,5.31,4,0,1,9.86,29,8.55
1,29,2,South,1,2,0,1,Credit Card,152.29,9769.41,445.07,,2.12,1,1,1,2,19.39,0,1.34,1,0,1,5.62,5,6.03
1,71,0,North,1,12,1,1,Credit Card,23.12,7068.36,179.69,,13.13,1,0,0,2,18.04,16,1.22,3,1,0,9.3,40,9.6
1,30,2,South,0,52,0,0,Bank Transfer,45.93,8146.84,896.89,,86.49,1,0,1,2,34.43,8,7.17,4,0,1,4.88,15,4.54
1,61,1,North,1,38,0,1,Bank Transfer,193.98,1456.89,929.08,,283.27,0,1,0,1,37.29,15,3.17,1,1,0,9.58,20,6.46
0,31,2,East,1,27,0,0,Bank Transfer,92.46,5729.56,372.81,,395.89,0,0,0,5,1.23,15,6.15,4,1,1,7.1,11,0.11
0,51,1,East,1,51,1,0,Cash,127.34,6555.72,823.79,,337.94,1,0,1,9,13.59,16,3.51,4,1,0,1.47,6,9.03
0,39,1,South,1,5,1,0,Cash,62.8,1287.27,176.89,,119.66,0,1,0,0,13.49,18,7.85,3,0,0,4.24,34,0.89
0,76,0,East,1,6,1,0,Credit Card,40.97,4138.01,598.73,,407.48,1,0,0,5,4.02,8,9.01,0,0,0,4.65,39,0.23
1,62,1,East,1,61,0,1,Cash,175.88,1214.77,63.36,,112.49,1,1,0,2,21.09,18,6.52,5,1,1,8.45,5,8.66
0,64,1,East,1,46,1,0,Credit Card,166.57,8398.34,950.37,,361.06,0,0,0,9,46.29,11,9.68,3,1,0,8.1,12,9.12
0,21,1,South,1,61,0,1,Bank Transfer,117.55,624.12,813.61,,84.75,1,1,0,3,9.2,2,3.09,2,1,1,3.8,4,4.78
0,61,2,North,1,48,1,1,Credit Card,91.92,7324.42,837.98,,10.76,1,0,0,0,29.94,0,5.15,2,1,0,3.34,1,2.33
0,45,2,South,1,33,1,1,Bank Transfer,86.78,591.44,890.78,,302.05,1,0,1,1,12.06,7,3.86,1,1,1,5.47,11,9.75
0,58,2,North,1,42,0,0,Credit Card,162.41,8040.92,314.26,,138.65,1,0,1,1,22.57,1,4.05,5,1,1,9.57,10,8.98
0,24,2,East,1,48,1,1,Credit Card,47.77,891.68,594.65,,159.43,0,1,1,9,39.02,9,4.39,0,1,1,4.65,2,3.87
1,30,0,West,0,64,1,1,Cash,92.27,3697.93,407.87,,207.66,0,1,0,7,33.15,3,9.45,1,1,0,6.45,23,3.05
0,79,1,South,1,20,1,0,Cash,148.76,9226.27,51.49,,10.6,1,0,0,10,1.39,18,2.88,2,0,1,6.42,19,3.75
0,60,0,North,1,20,0,1,Cash,120.86,9267.26,833.57,,484.2,0,1,1,5,33.05,2,1.91,0,1,0,8.54,5,5.47
1,32,1,South,0,31,0,1,Cash,184.84,8820.77,851.46,,369.06,1,1,0,9,6.77,8,1.43,1,1,1,5.38,48,1.63
0,29,0,South,1,1,0,1,Bank Transfer,73.64,1142.81,175.48,,35.01,0,0,0,8,13.68,1,5.55,3,1,1,6.94,24,3.08
1,56,0,North,0,65,0,1,Credit Card,167.59,4388.87,633.92,,258.22,1,0,0,3,45.12,5,2.44,5,1,1,7.39,27,6.76
0,55,2,West,1,64,1,1,Cash,44.97,114.85,459.96,,128.9,0,0,1,6,33.18,18,5.86,5,0,0,3.3,33,3.3
1,49,2,East,1,3,1,1,Bank Transfer,151.89,7807.78,958.83,,82.86,0,0,0,0,20.99,11,1.32,5,1,0,5.18,30,8.21
0,37,2,South,1,64,1,0,Bank Transfer,199.62,7772.88,66.14,,461.11,1,0,1,3,33.32,15,2.8,1,1,1,2.38,22,0.1
1,50,1,East,1,1,1,0,Credit Card,41.94,9178.31,379.53,,109.58,0,1,0,8,47.06,8,5.96,4,1,1,6.56,26,3.21
1,40,2,South,1,40,1,1,Cash,34.53,5137.91,116.03,,101.25,1,0,0,7,18.09,9,2.05,4,0,1,5.09,21,6.07
0,29,0,South,0,3,1,1,Bank Transfer,131.41,491.76,798.14,,231.37,0,1,1,4,37.77,14,4.31,3,1,0,1.33,17,1.47
0,27,2,South,1,71,0,0,Bank Transfer,167.35,5879.52,800.16,,377.78,0,1,1,4,16.99,9,2.69,0,1,0,4.84,21,5.94
1,49,0,West,1,69,1,0,Credit Card,169.6,4706.1,525.55,,449.17,0,0,1,5,18.83,5,1.8,4,0,1,1.22,48,3.16
0,32,0,West,1,25,0,0,Bank Transfer,75.53,2782.72,362.89,,340.83,1,1,1,8,46.9,18,3.95,3,1,0,9.83,1,6.92
0,43,1,North,1,40,0,1,Bank Transfer,154.89,7512.79,354.79,,405.97,1,0,1,0,27.38,15,3.24,1,0,1,4.86,32,2.3
1,71,1,East,1,9,1,1,Bank Transfer,60.31,3714.72,738.71,,255.24,1,0,1,8,32.19,10,5.6,2,1,1,2.95,8,0.26
0,46,1,West,0,6,0,1,Credit Card,97.26,9746.11,446.66,,432.52,1,0,0,5,22.95,2,6.06,5,1,1,4.84,46,6.91
0,31,2,East,1,67,0,1,Bank Transfer,118.15,1278.23,307,,204.26,1,0,0,6,3.28,0,6.74,0,1,1,3.25,13,5.67
