Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
Male,32,High,North,One-year,54,Postpaid,Paperless,Cash,114.77,5149.2,262.17,None,57.97,No,No,Yes,2,22.56,19,8.55,3,No,Yes,3.72,18,5.7
Male,76,High,North,Month-to-month,67,Prepaid,Paperless,Bank Transfer,51.02,7040.62,749.01,DSL,493.31,Yes,Yes,No,8,8.27,19,7.29,5,No,Yes,4.96,41,3.66
Non-binary,26,High,East,One-year,12,Prepaid,Paperless,Bank Transfer,176.74,1005.98,486.81,DSL,218.73,Yes,Yes,No,1,24.3,20,9.37,5,No,Yes,7.59,19,5.95
Male,34,Low,South,Month-to-month,65,Prepaid,Mailed,Credit Card,188.48,7374.86,952.5,None,291.79,Yes,No,Yes,10,3.41,13,9.8,1,Yes,Yes,7.8,1,7.28
Female,76,Medium,West,One-year,56,Prepaid,Paperless,Bank Transfer,123.47,1777.49,793.03,Fiber optic,332.08,No,Yes,Yes,10,30.46,15,4.16,2,Yes,Yes,3.81,42,8.59
Female,40,Medium,West,One-year,59,Postpaid,Paperless,Bank Transfer,110.56,2640.62,183.8,None,34.71,No,Yes,Yes,8,35.84,9,6.81,2,Yes,Yes,1.5,22,4.71
Male,27,High,North,Month-to-month,4,Prepaid,Paperless,Bank Transfer,29.37,7266.8,312.07,None,205.39,Yes,Yes,Yes,9,17.72,0,8.33,4,No,Yes,4.3,13,7.26
Non-binary,51,Medium,West,Month-to-month,39,Prepaid,Paperless,Cash,59.86,3963.57,171.69,None,383.92,No,Yes,Yes,0,20.48,10,6,2,No,No,3.86,33,8.61
Non-binary,70,Low,West,Two-year,57,Postpaid,Mailed,Cash,196.24,4314.23,559.32,Fiber optic,424.88,Yes,No,No,5,30.31,9,8.5,0,No,Yes,2.34,15,6.23
Male,31,Low,West,One-year,71,Postpaid,Paperless,Bank Transfer,184.42,6203.33,758.5,None,176.64,No,No,Yes,2,46.14,7,4.1,4,Yes,Yes,3.44,38,2.66
Female,53,Medium,West,Two-year,44,Postpaid,Mailed,Bank Transfer,115.17,9203.5,789.54,Fiber optic,424.19,No,No,Yes,4,21.47,9,7.94,4,No,Yes,8.18,34,3.65
Female,70,Medium,North,Two-year,13,Prepaid,Mailed,Credit Card,147.03,7552.09,921.8,Fiber optic,271.21,No,No,No,5,4.05,20,4.56,2,No,Yes,2.38,46,9.29
Female,49,High,West,One-year,27,Postpaid,Paperless,Cash,144.2,3101.06,608.77,None,97.23,Yes,Yes,No,2,23.33,9,7.72,5,No,Yes,4.58,2,5.16
Non-binary,61,Low,North,One-year,57,Postpaid,Paperless,Bank Transfer,52.82,1121.5,230.14,None,466.41,No,Yes,No,10,47.45,6,2.25,5,No,No,7.82,31,0.02
Male,32,High,East,Two-year,17,Postpaid,Mailed,Credit Card,68.67,554.72,284.06,DSL,205.7,Yes,No,Yes,6,23.28,3,7.69,5,No,No,2.2,44,3.26
Non-binary,28,Low,East,Two-year,50,Postpaid,Paperless,Cash,51.84,9170.37,797.05,DSL,440.68,No,No,No,2,1.03,4,2.01,0,Yes,No,9.64,39,2
Non-binary,40,Low,West,One-year,57,Prepaid,Paperless,Credit Card,31.86,5158.09,871.84,None,471.68,No,Yes,No,5,8.65,19,7.88,3,Yes,No,4.52,6,7.24
Non-binary,51,Medium,North,One-year,44,Prepaid,Paperless,Cash,108.14,3062.04,238.83,DSL,415.05,Yes,Yes,No,10,17.08,18,1.57,0,No,Yes,2.75,40,3.07
Male,23,High,West,Month-to-month,62,Prepaid,Paperless,Credit Card,150.71,7870.62,370.94,DSL,136.64,No,Yes,No,8,5.74,17,4.54,3,No,No,9.87,19,5.35
Female,43,High,North,Month-to-month,21,Postpaid,Paperless,Credit Card,158.09,7341.05,741.6,None,492.22,No,Yes,Yes,4,14.44,9,1.13,0,No,No,6.76,31,4.06
Non-binary,61,Low,East,One-year,5,Prepaid,Paperless,Bank Transfer,168.27,4071.58,903.3,DSL,393.96,Yes,No,Yes,1,16.65,7,6.64,3,Yes,Yes,5.88,42,2.85
Male,80,Low,East,Month-to-month,3,Prepaid,Mailed,Bank Transfer,59.96,3168.65,389.08,DSL,208.21,Yes,Yes,No,6,27.87,1,4.5,5,No,Yes,7.51,19,8.44
Male,24,High,South,Two-year,49,Prepaid,Paperless,Bank Transfer,148.65,6976.14,726.03,Fiber optic,454.2,No,Yes,No,9,30.83,10,1.25,1,Yes,No,1.57,47,2.05
Non-binary,69,Low,North,Two-year,38,Prepaid,Mailed,Bank Transfer,139.99,7797.5,570.74,DSL,342.36,Yes,Yes,No,0,45.84,10,7,4,Yes,No,2.8,7,4.09
Non-binary,44,Low,West,One-year,71,Prepaid,Mailed,Cash,52.43,8108.84,376.16,Fiber optic,193.82,Yes,No,No,5,42.14,5,3.42,0,No,Yes,9.72,47,3.34
Female,28,Medium,East,Two-year,44,Prepaid,Mailed,Cash,191.63,355.32,907.72,DSL,182.55,No,Yes,Yes,4,38.33,2,2.77,5,No,Yes,7.09,10,9.19
Male,51,High,South,One-year,7,Prepaid,Paperless,Bank Transfer,118.77,1304.82,359.2,Fiber optic,408.1,No,No,No,10,5.2,0,7.76,5,Yes,Yes,1.79,28,4.61
Female,65,Medium,East,One-year,38,Postpaid,Mailed,Credit Card,120.86,5000.1,442.39,DSL,118.49,Yes,No,Yes,3,14.8,10,8.63,1,Yes,No,2.4,31,4.54
Non-binary,68,High,West,Two-year,55,Postpaid,Mailed,Bank Transfer,83.05,461.55,289.53,None,326.81,Yes,Yes,No,4,18.29,15,7.99,3,Yes,Yes,1.86,44,5
Non-binary,40,Medium,West,Month-to-month,46,Postpaid,Mailed,Bank Transfer,195.1,9529.19,806.77,DSL,150.55,Yes,Yes,No,1,42.92,17,6.47,2,Yes,Yes,7.14,43,4.89
Non-binary,34,Low,North,Two-year,70,Postpaid,Mailed,Bank Transfer,94.57,5340.14,306.79,None,227.94,Yes,Yes,Yes,1,17.4,18,8.32,3,No,No,3.18,29,3.33
Female,78,Low,East,One-year,2,Postpaid,Paperless,Credit Card,135.22,5380.01,731.12,DSL,157.07,No,Yes,Yes,4,8.81,9,2.64,4,No,Yes,2.47,13,8.86
Male,60,High,North,One-year,71,Postpaid,Paperless,Credit Card,47.39,9560.97,823.75,None,275.03,Yes,Yes,Yes,5,17.29,1,2.05,0,No,Yes,8.67,32,3.99
Non-binary,40,Low,East,Two-year,15,Postpaid,Paperless,Cash,39.48,7212.02,132.01,None,475.3,Yes,Yes,Yes,9,36.74,3,7.85,3,Yes,No,8.04,39,6.88
Female,63,Low,South,One-year,10,Postpaid,Paperless,Credit Card,155.41,2269,402.22,Fiber optic,107.49,No,No,Yes,10,35.63,5,5.34,2,No,Yes,2.98,30,1.96
Female,34,Low,West,Month-to-month,51,Prepaid,Mailed,Cash,175.35,4269.03,588.36,DSL,339.72,Yes,Yes,Yes,0,30.3,20,8.23,0,Yes,Yes,5.15,28,1.33
Female,25,Medium,South,Two-year,8,Postpaid,Mailed,Bank Transfer,184.03,6567.72,914.13,DSL,146.59,No,Yes,Yes,4,20.9,2,8.56,5,Yes,Yes,2.27,20,8.76
Female,41,Medium,North,One-year,65,Postpaid,Paperless,Bank Transfer,32.87,7855.03,804.03,DSL,490.07,Yes,Yes,No,4,11.81,19,5.93,4,Yes,Yes,3.24,1,2.44
Non-binary,70,Medium,South,One-year,25,Prepaid,Mailed,Cash,200,5933.49,511.23,None,8.59,Yes,No,Yes,8,22.68,19,5.08,2,No,No,9.2,15,0.61
Non-binary,41,Low,East,Two-year,3,Postpaid,Paperless,Bank Transfer,151.05,3595.18,140.21,DSL,36.3,No,No,Yes,6,30.2,19,1.18,3,Yes,No,8.53,42,4.98
Non-binary,68,Low,West,One-year,9,Prepaid,Paperless,Credit Card,53.63,4198.08,598.32,DSL,299,Yes,No,No,4,20.35,18,4.15,2,Yes,No,2.99,45,9.99
Female,57,Medium,West,Month-to-month,51,Postpaid,Paperless,Bank Transfer,129.87,3673.63,876.6,None,162.98,Yes,Yes,Yes,7,39.44,7,3.99,2,No,Yes,2.04,29,2.82
Non-binary,52,High,North,Two-year,71,Postpaid,Paperless,Bank Transfer,131.26,7644.62,801.25,None,127.39,Yes,Yes,Yes,0,43.04,3,6.24,5,Yes,No,5.2,48,0.17
Non-binary,72,Medium,North,One-year,45,Postpaid,Paperless,Bank Transfer,51.32,8205.19,405.28,DSL,415.64,Yes,Yes,Yes,0,19.04,3,3.48,3,Yes,Yes,3.43,49,6.38
Female,39,Low,South,Month-to-month,26,Postpaid,Paperless,Credit Card,165.92,5109.33,344.45,Fiber optic,310.32,No,Yes,No,4,4.89,14,5.95,2,Yes,No,2.69,1,9.19
Female,26,Low,West,Month-to-month,1,Postpaid,Paperless,Bank Transfer,91.98,891.41,916.39,Fiber optic,41.46,Yes,Yes,No,10,24.61,17,4.4,3,No,Yes,2.84,31,6.58
Non-binary,18,High,North,One-year,16,Postpaid,Mailed,Cash,190.06,180.87,275.25,None,198.78,No,No,Yes,8,19.5,20,3.53,2,Yes,No,9.9,40,9.22
Non-binary,66,Medium,East,One-year,69,Prepaid,Paperless,Bank Transfer,29.71,3888.87,999.2,None,347.3,Yes,No,No,9,22.68,14,4.47,1,No,Yes,1.19,3,3.78
Female,45,Medium,North,Two-year,40,Prepaid,Mailed,Cash,90.27,2894.23,177.06,DSL,54.55,No,Yes,Yes,3,32.49,18,2.48,4,No,Yes,7.96,38,4.6
Non-binary,26,Medium,South,Month-to-month,60,Prepaid,Mailed,Cash,160.37,8442.22,466.78,Fiber optic,374.48,Yes,Yes,Yes,0,38.53,9,2.67,4,Yes,No,6.91,49,7.4
Male,50,Medium,West,One-year,19,Prepaid,Mailed,Credit Card,120.05,5288.96,355.82,None,385.89,Yes,No,No,5,28.6,11,7.21,5,Yes,No,8.1,26,1.86
Non-binary,78,High,East,One-year,57,Prepaid,Mailed,Cash,72.72,1124.11,372.52,None,401.19,No,Yes,No,0,31.14,4,6.44,3,Yes,Yes,5.45,1,7.78
Female,18,Low,West,One-year,12,Postpaid,Mailed,Cash,78.21,5223.38,622.01,None,166.73,Yes,Yes,No,0,7.01,1,2.03,1,No,Yes,8.22,38,0.2
Non-binary,34,Medium,West,Two-year,21,Prepaid,Paperless,Cash,114.56,5155.11,338.64,Fiber optic,261.76,Yes,No,Yes,0,25.76,7,7.97,4,Yes,Yes,7.43,16,7.09
Female,29,Medium,South,Month-to-month,20,Postpaid,Mailed,Credit Card,199.4,1596.42,410.57,DSL,324.94,Yes,Yes,Yes,0,7.71,11,6.1,5,Yes,No,1.22,18,4.74
Female,58,Low,South,Two-year,24,Postpaid,Paperless,Bank Transfer,172.16,2380.99,288.92,DSL,247.45,No,Yes,No,4,19.08,14,6.98,4,Yes,Yes,8.83,29,1.8
Female,55,Medium,North,Two-year,46,Postpaid,Paperless,Bank Transfer,33.61,642.09,612.01,DSL,279.43,No,No,Yes,2,5.38,1,6.32,5,Yes,No,7.47,17,5.65
Female,77,Medium,West,Two-year,50,Postpaid,Mailed,Bank Transfer,75.83,5156.19,316.16,None,129.21,No,Yes,No,2,24.83,15,1.4,1,Yes,Yes,1.52,46,6.74
Non-binary,61,Medium,West,One-year,37,Postpaid,Mailed,Bank Transfer,22.76,7600.95,178.18,Fiber optic,1.92,Yes,No,Yes,6,30.74,20,5.56,2,Yes,No,6.44,48,1.73
Non-binary,30,Low,West,One-year,62,Prepaid,Mailed,Credit Card,124.39,8965.09,998.28,None,162.16,Yes,No,No,0,26.37,18,7.86,3,Yes,Yes,8.22,46,5.46
Female,18,Low,West,One-year,35,Postpaid,Mailed,Cash,196.02,7679.6,435.72,None,97.15,Yes,No,Yes,4,27.36,7,7.83,2,Yes,Yes,5.44,42,8.43
Non-binary,70,High,West,Month-to-month,46,Postpaid,Paperless,Bank Transfer,41.2,5768.37,310.93,DSL,247.3,Yes,No,Yes,3,13.27,19,8.65,2,No,Yes,6.58,27,8.05
Male,77,Medium,South,Two-year,20,Prepaid,Paperless,Bank Transfer,199.78,631.24,771.7,Fiber optic,109.71,No,Yes,Yes,5,23.97,0,6.65,1,Yes,No,4.74,24,1.64
Non-binary,76,Low,South,Two-year,63,Prepaid,Paperless,Bank Transfer,33.75,6436.47,363.12,DSL,206.72,Yes,Yes,Yes,6,21.12,5,1.18,3,Yes,Yes,4.68,2,1.19
Female,51,High,North,One-year,6,Prepaid,Paperless,Credit Card,89.06,3402.57,484.56,Fiber optic,24.41,No,No,No,6,9.52,12,8.62,1,Yes,No,4.38,4,0.12
Male,23,High,East,Month-to-month,61,Postpaid,Mailed,Cash,56.06,8521.13,352.59,DSL,131.29,Yes,Yes,No,8,11.05,8,9.92,5,Yes,No,2.02,8,5.09
Non-binary,26,Low,South,Two-year,39,Postpaid,Paperless,Cash,130.49,7209.79,482.1,Fiber optic,433.53,Yes,Yes,No,8,18.19,6,9.24,3,No,No,8.84,2,3.39
Female,80,Low,South,One-year,32,Prepaid,Mailed,Cash,109.28,4539.61,54.83,Fiber optic,144.08,No,No,No,2,12.37,14,5.99,3,Yes,Yes,5.35,45,9.88
Male,70,High,East,Two-year,72,Prepaid,Mailed,Credit Card,44.2,8289.91,267.46,DSL,92.59,No,No,Yes,4,11.61,4,9.55,5,No,No,7.41,4,5.02
Male,28,Low,East,Month-to-month,21,Prepaid,Paperless,Credit Card,116.34,2055.15,204.22,None,189.05,No,No,Yes,10,28.66,11,6.96,0,No,Yes,3.57,31,6.33
Non-binary,52,Low,North,Month-to-month,48,Prepaid,Mailed,Credit Card,131.5,5752.35,614.53,DSL,49.1,No,No,Yes,1,25.04,20,4.1,2,No,No,2.28,16,1.96
Male,22,Low,West,One-year,58,Prepaid,Mailed,Bank Transfer,132.3,5747.24,170.71,DSL,253.79,No,No,No,7,29.57,0,3.85,5,No,Yes,4.84,32,7.79
Female,80,High,East,Two-year,19,Postpaid,Paperless,Bank Transfer,113.34,1569.53,992.81,None,495.49,Yes,No,No,8,46.58,15,1.79,2,Yes,Yes,1.07,50,8
Female,43,Medium,West,Two-year,72,Postpaid,Mailed,Cash,189.35,1098.63,434.87,Fiber optic,468.17,Yes,Yes,No,0,17.08,11,4.3,1,No,Yes,3.41,6,4.55
Non-binary,41,Medium,West,One-year,43,Prepaid,Paperless,Credit Card,181.28,8341.5,387.99,Fiber optic,351,No,No,No,2,46.38,10,1.05,3,No,No,5.77,9,4.83
Female,28,Medium,North,Two-year,18,Prepaid,Paperless,Credit Card,114.18,4014.4,829.8,DSL,488.06,Yes,No,Yes,1,8.64,13,7.47,5,No,No,8.79,38,4.24
Male,54,Medium,North,One-year,15,Postpaid,Paperless,Bank Transfer,77.04,6513.42,759.87,None,280.41,Yes,No,Yes,10,12.83,6,7.69,4,No,No,9.52,3,0.28
Male,41,Low,North,Month-to-month,6,Postpaid,Mailed,Bank Transfer,151.28,5082.2,263.1,Fiber optic,358.2,Yes,No,Yes,7,24.66,16,3.91,3,Yes,Yes,7.6,47,0.54
Female,66,Medium,West,Two-year,50,Prepaid,Paperless,Credit Card,45.8,7917.36,597.32,None,67.15,No,No,No,5,27.43,10,6.1,5,Yes,No,4.1,2,4.26
Male,41,Medium,North,Month-to-month,44,Prepaid,Paperless,Credit Card,141.51,7489.51,502.97,DSL,310.35,No,Yes,Yes,1,30,4,7.2,2,No,Yes,5.32,29,2.54
Female,47,Medium,West,Two-year,70,Postpaid,Paperless,Credit Card,73.47,257.22,794.34,None,140.87,No,Yes,Yes,1,39.23,8,7.16,0,Yes,Yes,7.04,4,6.16
Non-binary,41,High,South,Month-to-month,71,Prepaid,Mailed,Cash,83.78,1058.15,615.77,DSL,181.36,No,No,No,9,34.8,5,4.12,5,No,No,9.52,42,9.03
Female,23,Medium,East,One-year,8,Postpaid,Paperless,Credit Card,133.97,6612.12,329.01,DSL,53.08,No,Yes,No,9,29.76,15,6.87,0,No,No,8.68,5,8.81
Non-binary,38,Low,West,Two-year,53,Postpaid,Mailed,Cash,137.66,2699.55,864.52,DSL,216.52,No,Yes,Yes,6,14.43,4,8.09,0,Yes,Yes,8.19,13,1.71
Non-binary,58,High,West,Two-year,58,Postpaid,Mailed,Credit Card,27.46,9858.47,636.89,DSL,98.87,No,Yes,Yes,2,30.21,18,9.15,1,Yes,No,1.34,12,9.51
Non-binary,21,Medium,East,Month-to-month,51,Prepaid,Mailed,Cash,73.59,9511.97,249.1,DSL,65.11,No,No,No,2,44.13,10,6.05,2,Yes,Yes,4.92,25,2.79
Non-binary,65,High,South,Two-year,45,Prepaid,Paperless,Credit Card,198.27,8348.26,673.03,DSL,76.68,Yes,No,No,10,34.63,4,8.91,1,No,No,1.32,45,3.69
Non-binary,38,Medium,West,Two-year,52,Postpaid,Mailed,Cash,146.35,4738.79,710.11,None,51.36,No,Yes,Yes,4,19.27,7,3.73,4,No,No,5.06,44,4.44
Non-binary,39,Medium,East,Month-to-month,41,Prepaid,Paperless,Credit Card,129.02,3993.15,943.78,DSL,433.3,Yes,Yes,No,3,36.85,1,8.62,5,No,Yes,7.93,48,8.38
Non-binary,27,High,South,Two-year,68,Prepaid,Paperless,Bank Transfer,113.53,8302.34,165.22,DSL,401.11,Yes,No,No,8,19.55,5,3.96,0,Yes,No,7.78,2,8.55
Male,70,High,West,One-year,2,Postpaid,Paperless,Bank Transfer,38.24,5390.06,579.72,DSL,118.18,No,No,Yes,7,30.06,10,6.08,2,No,No,6.34,12,1.32
Female,62,Medium,North,Two-year,8,Prepaid,Mailed,Cash,188.27,9779.1,493.24,Fiber optic,346.97,No,Yes,Yes,3,34.46,12,7.38,4,No,Yes,7,18,9.67
Male,63,Low,South,Month-to-month,24,Postpaid,Paperless,Cash,144.88,730.6,558.38,None,432.14,No,No,Yes,0,7.95,2,8.4,3,No,Yes,9.97,39,2.11
Non-binary,22,Medium,West,Two-year,69,Postpaid,Mailed,Cash,113.06,1751.8,931.01,None,4.42,No,No,No,5,12.56,10,3.99,1,No,Yes,4.72,18,8.9
Male,73,Low,South,One-year,46,Postpaid,Paperless,Bank Transfer,137.04,1090.11,147,None,203.35,Yes,Yes,Yes,4,23,17,6.44,5,Yes,Yes,8.94,44,7.09
Non-binary,80,High,West,Two-year,1,Postpaid,Mailed,Bank Transfer,189.53,4501.09,109.93,Fiber optic,68.65,No,Yes,Yes,7,31.81,0,5.3,3,No,No,1.19,50,4.42
Non-binary,71,Medium,North,Month-to-month,36,Prepaid,Paperless,Bank Transfer,184.96,4600.04,909.38,None,421.84,No,No,No,7,41.54,11,8,4,Yes,No,6.59,2,1.36
Non-binary,71,High,West,Two-year,65,Postpaid,Paperless,Cash,44.45,2166.82,810.38,Fiber optic,247.55,Yes,Yes,No,1,27.36,10,4.02,1,No,No,4.54,2,6.73
Female,43,Medium,East,Two-year,49,Postpaid,Paperless,Cash,157.49,1521.1,567.69,Fiber optic,1.38,No,Yes,Yes,9,1.06,3,3.46,4,No,Yes,1.95,45,4.45
Male,68,Medium,South,One-year,51,Postpaid,Mailed,Bank Transfer,125.99,8059.22,867.81,DSL,406.15,Yes,Yes,No,9,38.89,16,4.23,2,No,Yes,9.93,4,3.57
Male,67,Low,North,Month-to-month,34,Postpaid,Mailed,Cash,173.8,8078.91,444.56,DSL,293.1,No,No,No,6,23.74,14,9.47,4,No,No,4.69,41,7.12
Female,38,Low,South,One-year,5,Postpaid,Paperless,Bank Transfer,38.37,4964.72,766.87,Fiber optic,463.69,No,No,Yes,4,24.64,19,8.62,5,Yes,No,9.59,48,9.19
Female,54,High,North,One-year,46,Prepaid,Paperless,Credit Card,111.58,1313.8,564.05,None,188.25,No,No,Yes,1,11.43,17,2.42,1,No,No,1.83,25,3.53
Male,35,High,West,Month-to-month,36,Prepaid,Mailed,Credit Card,50.78,6889.76,822.97,DSL,215.73,Yes,No,Yes,9,13.54,5,1.57,3,Yes,No,5.42,50,5.29
Female,25,Medium,East,Two-year,36,Prepaid,Paperless,Cash,51.39,6838.28,335.81,Fiber optic,438.36,No,Yes,No,1,26.83,18,8.88,2,No,No,9.88,35,9.87
Male,60,Low,North,Two-year,65,Postpaid,Paperless,Credit Card,54.4,2374.77,581.28,Fiber optic,39.25,No,Yes,Yes,0,26.11,7,8.9,4,No,No,7.23,16,9.82
Non-binary,67,Low,South,Two-year,28,Postpaid,Paperless,Cash,163.48,4122.95,377.92,DSL,290.28,No,Yes,No,0,5.25,4,1.13,1,No,No,6.51,46,8.16
Female,78,Low,West,One-year,51,Postpaid,Mailed,Cash,81.5,3246.94,549.83,DSL,188.29,Yes,Yes,No,7,33.38,3,4.71,0,Yes,No,2.52,12,7.72
Non-binary,50,High,South,One-year,14,Postpaid,Mailed,Cash,31.67,4695.66,819,DSL,197.19,Yes,No,Yes,8,34.34,8,3.26,1,No,No,5.37,37,4.87
Male,57,Low,East,One-year,55,Postpaid,Paperless,Credit Card,46.99,9738.56,975.08,DSL,346.7,No,No,No,6,11.86,0,2.15,5,No,Yes,2.18,39,8.41
Non-binary,64,Low,West,Two-year,44,Prepaid,Paperless,Cash,167.84,2767.34,755.61,None,156.27,No,No,Yes,10,13.81,12,1.64,3,No,Yes,9.83,9,6.3
Non-binary,50,High,North,Month-to-month,8,Prepaid,Mailed,Bank Transfer,185.34,7353.1,713.17,DSL,354.64,Yes,Yes,No,6,11.72,17,4.17,4,Yes,Yes,4.37,8,1.63
Female,32,Low,South,One-year,47,Prepaid,Mailed,Bank Transfer,32.85,2525.83,871.61,DSL,307.11,Yes,Yes,Yes,2,18.88,17,6.48,5,No,No,9.96,46,1.91
Female,44,Low,West,Month-to-month,13,Prepaid,Paperless,Bank Transfer,134.77,5400.98,256.16,Fiber optic,116.75,Yes,Yes,Yes,0,5.72,2,5.52,4,Yes,Yes,9.81,34,6.82
Non-binary,76,Medium,South,One-year,22,Postpaid,Paperless,Credit Card,185.83,482.25,706.24,DSL,486.5,No,Yes,Yes,8,20.52,12,4.29,0,No,No,2.61,35,3.13
Male,78,Medium,South,Month-to-month,43,Prepaid,Paperless,Bank Transfer,48.38,5608.26,905.33,Fiber optic,3.08,No,No,No,2,7.23,15,2.49,4,No,No,1.99,3,8.9
Non-binary,52,Medium,East,One-year,4,Prepaid,Mailed,Bank Transfer,145.97,8493.91,809.39,DSL,438.62,Yes,No,Yes,2,13.99,10,4.45,2,No,Yes,6.42,1,6.39
Non-binary,37,High,South,Month-to-month,42,Postpaid,Paperless,Credit Card,143.18,9183.65,142.14,None,207.09,No,No,No,10,25.84,12,7.96,4,Yes,No,8.09,20,4.73
Female,32,Low,West,One-year,12,Prepaid,Paperless,Bank Transfer,175.77,7248.53,382.01,Fiber optic,88.27,No,No,No,5,45.08,16,5.28,3,Yes,No,6.07,21,5.93
Male,32,Medium,East,Two-year,35,Prepaid,Paperless,Credit Card,136.47,1171.42,882.77,Fiber optic,311.89,Yes,Yes,No,8,38.43,13,7.77,3,Yes,Yes,8.09,22,7.37
Male,21,Low,East,Two-year,43,Postpaid,Paperless,Cash,156.57,1444.68,889.83,DSL,194.73,Yes,Yes,No,4,40.06,5,2.64,4,No,Yes,2.18,14,7.58
Female,31,Medium,South,Two-year,1,Prepaid,Paperless,Bank Transfer,124.22,6082.01,641.63,DSL,136.35,No,No,No,1,7.54,18,5.51,4,Yes,No,6.8,25,4.71
Female,37,Low,South,Month-to-month,26,Prepaid,Mailed,Bank Transfer,104.19,7736.49,270.79,Fiber optic,481.17,No,Yes,No,1,9.57,12,9.28,0,Yes,Yes,5.79,33,4.43
Non-binary,65,Medium,North,Two-year,2,Postpaid,Paperless,Cash,87.66,1173.81,685.04,None,83.79,Yes,No,No,9,23.3,15,6.24,2,Yes,No,1.15,20,8.38
Non-binary,48,Low,North,Two-year,40,Prepaid,Mailed,Bank Transfer,142.91,7787.51,334.38,DSL,187.25,Yes,No,No,10,6.03,3,9.84,3,No,No,2.52,50,0.23
Female,45,High,West,Month-to-month,41,Prepaid,Paperless,Bank Transfer,196.96,9198.63,637.77,DSL,297.74,No,Yes,No,3,11.79,15,8.34,3,Yes,Yes,5.28,13,9.28
Female,28,Medium,East,Two-year,56,Postpaid,Paperless,Cash,76.47,8474.46,532.93,None,483.4,Yes,No,No,2,5.01,10,1.4,5,No,No,1.69,37,7.62
Female,80,High,South,One-year,38,Postpaid,Mailed,Credit Card,184.23,4485.79,950.54,Fiber optic,150.29,Yes,No,Yes,9,14.38,1,7.74,5,No,Yes,4.2,35,3.69
Female,75,High,West,One-year,38,Postpaid,Paperless,Cash,198.3,4283.68,298.45,None,348.13,No,No,Yes,5,47.74,2,1.44,2,No,Yes,3.94,0,7.76
Male,80,High,North,Two-year,70,Prepaid,Mailed,Cash,165.7,6883.57,571.72,None,208.86,No,No,Yes,10,35.04,4,1.42,4,No,Yes,8.61,11,3.36
Female,34,Medium,West,Two-year,53,Prepaid,Mailed,Credit Card,38.21,1875.82,411.17,DSL,418.09,Yes,Yes,No,9,30.99,19,3.77,0,No,Yes,9.38,8,9.08
Non-binary,43,Low,East,One-year,56,Postpaid,Mailed,Cash,153.59,4319.47,863.38,DSL,130.42,Yes,No,Yes,3,18.8,1,4.5,2,No,Yes,9.01,18,3.45
Non-binary,40,High,West,Month-to-month,57,Prepaid,Paperless,Cash,74.98,5224.27,768.55,DSL,430.72,Yes,Yes,Yes,1,11.91,20,8.08,1,No,Yes,5.34,33,7.88
Male,46,High,South,Two-year,8,Prepaid,Paperless,Credit Card,93.06,7942.03,750.9,Fiber optic,283.4,Yes,No,Yes,6,21.68,2,1.67,5,No,Yes,3.78,13,5.06
Male,47,Low,East,Two-year,36,Prepaid,Mailed,Credit Card,159.2,2763.51,114.9,Fiber optic,172.11,Yes,Yes,No,9,39.56,17,7.79,5,No,Yes,6.35,48,7.62
Male,28,High,West,Two-year,28,Postpaid,Mailed,Cash,120.52,8011.13,131.95,None,134.38,No,No,No,2,2.57,6,1.42,5,No,No,8.35,20,8.92
Female,63,Medium,South,Month-to-month,48,Postpaid,Mailed,Bank Transfer,188.31,8212.97,824.95,Fiber optic,332.17,Yes,Yes,Yes,6,15.47,19,6.14,0,No,No,2.92,25,4.33
Male,60,Low,North,One-year,71,Postpaid,Mailed,Cash,101.68,4755.62,248.92,None,199.42,Yes,Yes,No,5,31.11,3,1.18,5,Yes,No,9.61,38,4.92
Female,70,Medium,South,Month-to-month,38,Prepaid,Paperless,Credit Card,162.99,469.17,996.8,DSL,243.55,Yes,Yes,Yes,8,16.22,10,8.05,0,No,No,4.39,29,4.17
Female,27,Medium,South,One-year,5,Postpaid,Mailed,Bank Transfer,164.34,7470.08,780.63,None,126.5,Yes,No,Yes,5,41.73,12,6.1,0,Yes,Yes,1.79,1,3.49
Male,45,Medium,East,Two-year,69,Prepaid,Paperless,Credit Card,97.64,2392.27,772.29,DSL,320.33,No,Yes,Yes,6,35.42,4,3.25,1,No,No,5.2,47,9.88
Male,33,High,North,Month-to-month,18,Postpaid,Paperless,Bank Transfer,128.86,4973.5,617.27,Fiber optic,234.52,No,Yes,Yes,2,32.93,17,9.66,2,Yes,No,1.03,10,8.07
Male,27,Low,South,One-year,67,Postpaid,Mailed,Bank Transfer,24.53,6050.15,723.56,Fiber optic,405.7,Yes,Yes,No,10,38.45,4,7.66,2,No,Yes,8.59,37,1.79
Non-binary,25,Low,East,One-year,26,Postpaid,Paperless,Cash,33.65,9944.57,202.61,Fiber optic,162.86,Yes,No,No,0,47.04,20,3.92,2,Yes,No,2.18,19,7.17
